Velocity,Weight,Class
4.596708158748169,55.68882122858727,Pedestrian
0.5108306245997652,45.15399197691544,Pedestrian
1.2818977897532142,101.89954976785984,Pedestrian
3.87481584904974,46.06599637242788,Pedestrian
0.0036993601395447,67.03541208988268,Pedestrian
2.141317367974785,78.73013435863774,Pedestrian
0.8162046391319718,99.15382821204346,Pedestrian
0.2932253818574751,73.81190804232243,Pedestrian
1.7248721224376402,51.29855752389284,Pedestrian
4.4168190138712005,89.01538991063597,Pedestrian
4.702249314517694,64.9744502317316,Pedestrian
1.599125269674374,74.1559474992895,Pedestrian
2.824273057868804,61.77863114390634,Pedestrian
0.1448524602980367,94.3632777713187,Pedestrian
2.9982210077874294,54.043771766086216,Pedestrian
4.100997083544409,83.90362793712228,Pedestrian
0.6872943142409101,59.98325555868359,Pedestrian
1.5065479205838517,64.34835176511116,Pedestrian
4.586822449371556,61.528549146170775,Pedestrian
0.7343126471571685,98.8538975241695,Pedestrian
4.6716906636133295,95.88725828503016,Pedestrian
3.804556490823368,83.9151522455997,Pedestrian
0.6048972375708478,46.35552837495753,Pedestrian
0.4445336291581315,92.08183392986412,Pedestrian
4.081254309916627,93.410240695383,Pedestrian
1.735216447439793,92.23989679640594,Pedestrian
4.17594431965432,76.16362692961845,Pedestrian
2.1173816585459835,63.43297112721498,Pedestrian
2.181845736504305,63.88752221838837,Pedestrian
2.569707324826969,84.93281004656963,Pedestrian
4.4357780370828825,77.2050439065451,Pedestrian
2.2833506476826733,82.78872751379944,Pedestrian
1.3237797783481546,62.21858545756419,Pedestrian
2.0814306217418705,92.31379874367144,Pedestrian
0.7593250243249908,92.96398368784988,Pedestrian
2.815845463880013,100.45011017824724,Pedestrian
2.555526324932468,83.48496960225853,Pedestrian
1.2514973973847483,90.82775300439263,Pedestrian
2.1463319968985943,95.58071871245224,Pedestrian
4.279053553234593,67.09823581507726,Pedestrian
3.5598389643038466,61.33887663099341,Pedestrian
3.932721141642459,69.33481391009575,Pedestrian
1.193734107184672,58.76336273652041,Pedestrian
2.500979504063641,64.1841140320852,Pedestrian
0.0075305588065698,96.3457246844758,Pedestrian
0.1239133781193432,60.83260874085126,Pedestrian
3.5136703046813302,74.40480790938112,Pedestrian
3.271517078023338,93.06334347904118,Pedestrian
1.3892981601706114,66.33670848758405,Pedestrian
1.7025586035721538,95.1037547702338,Pedestrian
2.040150470169248,88.06743266321413,Pedestrian
3.875765834912301,83.98036806219521,Pedestrian
2.344959164422422,71.69281680987729,Pedestrian
1.212321186151494,93.6554692684521,Pedestrian
2.2808055566082226,101.63814542949598,Pedestrian
1.5864602100408192,84.81403035855702,Pedestrian
0.0959079551532112,72.13763365818544,Pedestrian
4.79281384302322,81.21614979773364,Pedestrian
1.2968658106136466,70.69227716837361,Pedestrian
1.67691967568792,46.1121041481516,Pedestrian
2.6863416855459143,49.14360589714965,Pedestrian
1.1547944636196437,67.30848498389592,Pedestrian
1.3397771689595863,90.48108170553247,Pedestrian
2.393034667039565,60.38485566695675,Pedestrian
4.682875549087543,62.457226982553536,Pedestrian
3.822520242931013,77.47193529326694,Pedestrian
2.4529600584821654,87.36436170553249,Pedestrian
0.6332759121496325,101.91538591300647,Pedestrian
2.212071547393653,60.77301952784373,Pedestrian
4.500446919332634,88.35810177692625,Pedestrian
3.3092229994419253,70.09974949597265,Pedestrian
4.129105928038869,77.07083254782275,Pedestrian
2.8712868750779235,52.64847395734283,Pedestrian
0.1829280960383111,46.26628541393361,Pedestrian
3.6698549336052215,100.85796798216523,Pedestrian
0.8397466322107981,74.5936178983943,Pedestrian
0.2288570820610095,60.59858166017566,Pedestrian
4.4988487890757884,55.6211199594308,Pedestrian
4.18166341421213,75.06798346662855,Pedestrian
0.6871571136228006,53.94073618640035,Pedestrian
2.823054693862768,96.84466657947794,Pedestrian
2.5613222706150904,54.85704626590129,Pedestrian
2.12649175460071,81.8801811146796,Pedestrian
1.3978795639029884,47.53998384989991,Pedestrian
0.1013014974273802,100.88548697161748,Pedestrian
0.720579700123352,76.29343093891171,Pedestrian
4.484432313399796,100.13299879670257,Pedestrian
3.4223890732697884,67.27909272550323,Pedestrian
4.765540031115596,49.02916806922631,Pedestrian
2.1856596704077584,67.70349931286405,Pedestrian
4.887591463001532,99.0618721080213,Pedestrian
1.8807021782719584,97.17333621223092,Pedestrian
4.395187677195661,57.07473773354169,Pedestrian
4.812378208596627,93.17218213749032,Pedestrian
1.1996460675262992,94.60735822179224,Pedestrian
3.698858080562972,88.67421623036839,Pedestrian
4.839873676263252,54.31872257751007,Pedestrian
3.5849024210147324,59.62237477794527,Pedestrian
2.032013773497736,45.22536539665603,Pedestrian
4.381061154612916,101.5165764783902,Pedestrian
1.3162546505476629,100.51201875034118,Pedestrian
3.4440361901177488,66.58054044363836,Pedestrian
3.252418152056078,86.80753856155782,Pedestrian
0.1522080418624555,95.69570673355544,Pedestrian
0.4068917096958655,76.76985844569893,Pedestrian
4.62565904803294,100.11017755170462,Pedestrian
3.893042909737734,67.0312723229707,Pedestrian
4.875463423789239,101.03692438768908,Pedestrian
1.9975410452025288,98.39327288075452,Pedestrian
1.5376560072210956,62.68051877782223,Pedestrian
2.8018382231072154,85.50967037540981,Pedestrian
2.982361492948969,72.91057552402566,Pedestrian
3.215099408561947,91.90828304575706,Pedestrian
2.7513592148545203,95.39292974246536,Pedestrian
3.395265409984481,95.9035254239243,Pedestrian
2.3636585693783165,56.22860606542473,Pedestrian
3.3500004563731665,70.65833143604712,Pedestrian
1.067654593194108,58.86572724931678,Pedestrian
4.405523942819722,48.3156007584596,Pedestrian
3.447608538708187,63.68075387590639,Pedestrian
4.240190621296155,61.593146541478895,Pedestrian
3.206644423445881,73.76153008503127,Pedestrian
2.230917854492286,51.94111562546398,Pedestrian
2.517847748326714,51.06768347209533,Pedestrian
4.588183119443561,75.17997869654475,Pedestrian
4.00691303083448,99.98874970879083,Pedestrian
4.400516141398854,45.8615056369821,Pedestrian
2.818954482690704,62.244011406185926,Pedestrian
2.463335725228891,52.46812988586471,Pedestrian
0.4324237423271992,80.30893174494523,Pedestrian
3.144664535623013,78.68375266396171,Pedestrian
1.2684887589649254,64.27438973089602,Pedestrian
2.555113790296323,99.31178873784263,Pedestrian
1.7023217224631677,71.7024929321899,Pedestrian
3.975052547062416,85.16095547270393,Pedestrian
4.44011074440346,93.76819506532532,Pedestrian
0.983932375860994,68.28014876931582,Pedestrian
3.893630187330389,58.16456135572618,Pedestrian
1.4562921876558228,52.8759876120333,Pedestrian
1.1205035982713016,60.5151777900751,Pedestrian
3.861008699745299,60.79185077525455,Pedestrian
1.961876833185021,86.38783774924823,Pedestrian
0.094749870011239,80.19028960105808,Pedestrian
4.728414048872349,45.86983671050506,Pedestrian
1.0404622400446322,68.95264001920118,Pedestrian
1.5837318111727972,86.20463459057856,Pedestrian
2.77354489399467,70.86118537025456,Pedestrian
0.0530196989853379,81.01979993677665,Pedestrian
4.567497327805739,57.66735305267734,Pedestrian
3.8648402743148296,70.78498666721984,Pedestrian
1.2213949832869375,94.80540870257283,Pedestrian
1.880237137797213,73.07949130052879,Pedestrian
0.6987081691967909,88.87190452526124,Pedestrian
2.553125762604929,93.64820452171602,Pedestrian
0.4202297717803743,45.08048249143929,Pedestrian
0.243570125533209,65.60133445259174,Pedestrian
4.677912559310044,94.0926510866686,Pedestrian
0.2739869879948364,50.35019520831142,Pedestrian
2.9421093221748307,45.24799473610502,Pedestrian
0.576364273113385,91.56999527821216,Pedestrian
2.049913975519386,59.53294273716599,Pedestrian
1.8884585194667425,86.14121448120326,Pedestrian
3.652586121094194,75.42373604864525,Pedestrian
2.571394135124797,67.2235058651569,Pedestrian
2.7224781576533696,57.7047524737454,Pedestrian
3.2422626476506644,46.455283795703686,Pedestrian
2.3300990881906625,81.90201571337315,Pedestrian
3.786440770441966,80.30351480465083,Pedestrian
2.8882863904385685,76.00409440064047,Pedestrian
3.707815682071504,73.96093437173005,Pedestrian
2.10944331485379,52.69891731266539,Pedestrian
0.457858354307272,88.9165344584105,Pedestrian
4.723838164318655,87.09256967908854,Pedestrian
0.4711357106941105,45.716731266671744,Pedestrian
2.1978368546585707,77.34971227936924,Pedestrian
3.3774689374080773,52.77506328868006,Pedestrian
0.4609699473419994,45.712179415361575,Pedestrian
0.0733166868902008,52.02490334344704,Pedestrian
1.861649322452403,81.41968153366821,Pedestrian
0.3597971340838469,73.57832739839398,Pedestrian
1.1977014472674954,77.19466932484178,Pedestrian
2.5682918565993647,74.44710222492463,Pedestrian
0.5035482660869031,68.64153022576565,Pedestrian
3.3702469675967013,78.84632263406033,Pedestrian
3.3015619068220725,86.82715499710122,Pedestrian
3.3079874676544696,101.66112068078358,Pedestrian
2.5967070293909877,62.08113027958539,Pedestrian
0.7823336079581987,83.12061122965332,Pedestrian
3.970441563985202,59.67677351201092,Pedestrian
0.5364114769450234,75.31644171974571,Pedestrian
3.01925747758837,61.40776333598871,Pedestrian
1.8378419494479252,89.54007404081769,Pedestrian
0.4732882519699598,73.00338985733762,Pedestrian
1.0552097115029413,99.39552859380404,Pedestrian
0.003977721665441,47.90375970851501,Pedestrian
3.4852873706896528,88.3220018292928,Pedestrian
1.2451730349485366,56.48003658929905,Pedestrian
2.3700133353922426,99.3447875015568,Pedestrian
0.4469292610040499,52.94090244226547,Pedestrian
4.095446761717363,66.35737296063019,Pedestrian
1.3375018321041094,83.08321237548654,Pedestrian
3.7406566866645257,90.75778544967346,Pedestrian
1.4436146340495706,100.98665758961567,Pedestrian
2.6286192864105278,82.4675389065005,Pedestrian
3.445896359861324,79.32479468685801,Pedestrian
3.39727194964991,78.46916136385227,Pedestrian
1.6861372794665477,80.96285369945934,Pedestrian
3.495583756501543,49.14998927776228,Pedestrian
0.5298690540977292,92.15967216139993,Pedestrian
4.2183734798071,49.31421279585034,Pedestrian
3.47221548802324,55.580855092254446,Pedestrian
4.672219110836887,80.02420558862875,Pedestrian
4.396265259625072,61.95240916012891,Pedestrian
3.1682675224991845,49.01328308142996,Pedestrian
2.4883657918617432,96.98829237350778,Pedestrian
3.8511148178812697,58.84459365260194,Pedestrian
2.382660795042326,98.35048081304691,Pedestrian
2.762575945770128,76.08505655146608,Pedestrian
4.129276785750453,98.640061645621,Pedestrian
3.0353971893051086,74.65789360550158,Pedestrian
3.298699649150977,63.9946820112548,Pedestrian
4.190342297288963,81.96428155688218,Pedestrian
0.2257600689699338,91.95280612422616,Pedestrian
0.542020639716536,89.3799206005277,Pedestrian
4.474385138347735,61.14182949944723,Pedestrian
1.2666236107988402,91.20146094238636,Pedestrian
2.426818982147366,73.2651655128807,Pedestrian
0.5135564065056317,99.6970427380486,Pedestrian
0.5684104897274661,48.21008015385359,Pedestrian
3.387575596204247,81.92570339039159,Pedestrian
4.428878091267996,64.27947021271754,Pedestrian
2.045093882328221,77.52807974104297,Pedestrian
3.433658475389532,55.60282825263564,Pedestrian
2.228262474983993,92.24565413400812,Pedestrian
3.618598215067113,59.11763891623052,Pedestrian
4.356832639097993,46.98276229438061,Pedestrian
3.5074199029033277,46.12746125322954,Pedestrian
2.221238302954498,95.15165741900928,Pedestrian
4.01352554850674,100.67876139070464,Pedestrian
2.551166795023428,56.53030229041565,Pedestrian
3.800590176960076,60.82408089200814,Pedestrian
2.8457671287015085,67.69889142207721,Pedestrian
4.799531031265956,73.57533665016972,Pedestrian
3.2990760080160504,59.87993466988857,Pedestrian
4.367976126987338,75.34850588008199,Pedestrian
4.245390748776055,66.27894522936666,Pedestrian
2.0506242205461187,87.77264973287673,Pedestrian
3.5293806454306367,49.62833494272906,Pedestrian
0.0988511464265668,94.19123381675358,Pedestrian
1.0881879643339707,68.3227684400369,Pedestrian
1.9379787209440915,52.86664874598895,Pedestrian
2.296130741938322,91.630988336234,Pedestrian
0.6055847634892974,79.64649443179198,Pedestrian
3.367344076853638,66.17225466532408,Pedestrian
2.7928643225461265,78.10667758536664,Pedestrian
0.5531345785736272,46.81702148106503,Pedestrian
0.3081726117741432,85.0867025726391,Pedestrian
0.7071492610982251,84.11204356280163,Pedestrian
2.1680833729816684,76.24972625199084,Pedestrian
3.0150174389207525,79.6349400126438,Pedestrian
3.398601672871194,48.75209825196919,Pedestrian
3.675922972816073,76.053180196549,Pedestrian
0.2492000333211303,85.74949483293557,Pedestrian
3.6168969340754535,71.29737439349452,Pedestrian
3.5496964371360407,64.51415065331446,Pedestrian
4.824346423334789,95.21560097395955,Pedestrian
3.0715637951480983,66.46193237214067,Pedestrian
4.165896469675921,96.02592076264251,Pedestrian
0.96734315153613,46.548791866062274,Pedestrian
3.907640951710788,101.98423287197129,Pedestrian
2.116812743308625,77.85397648153565,Pedestrian
4.203560028101825,82.49503171670631,Pedestrian
3.6801145638876793,53.77873357393948,Pedestrian
1.9642900523260036,74.72862108936992,Pedestrian
4.117507998900447,57.15484130169044,Pedestrian
0.2210070760605555,93.97099454438504,Pedestrian
4.290295318566035,80.93034095384547,Pedestrian
0.3503692152881225,101.55163193521494,Pedestrian
0.294410961098728,52.51673801709047,Pedestrian
2.833945053209996,86.83364371428178,Pedestrian
1.370419348302791,81.82943127989964,Pedestrian
1.463730580794686,97.787298675062,Pedestrian
0.0952626766553802,47.29191339448551,Pedestrian
1.4195684804592243,91.78407895719184,Pedestrian
1.2636205926427353,80.32131991441958,Pedestrian
1.373040661545874,81.58098470085594,Pedestrian
0.1444569357306133,99.73463254795716,Pedestrian
2.3177370078426938,83.71508639658487,Pedestrian
1.3129509499312524,51.68116749856788,Pedestrian
2.594328176961438,83.6752853548332,Pedestrian
2.504933883271459,69.31062382009979,Pedestrian
2.15000513085387,83.10513539643438,Pedestrian
0.4147195889507281,52.79335014989502,Pedestrian
3.1058859376787065,59.67255782473216,Pedestrian
1.1194460871324992,90.77207432146592,Pedestrian
3.741958047294412,85.95116072885523,Pedestrian
2.720265806599824,53.85570566859601,Pedestrian
1.8476450372619029,68.89913475636978,Pedestrian
2.403343865627804,93.27686359574824,Pedestrian
2.0118820431637388,73.6565955713991,Pedestrian
2.9836467877925386,59.1677410368816,Pedestrian
2.848282475085953,94.93662300569169,Pedestrian
1.367874453476199,79.68793054638786,Pedestrian
4.579764883880872,53.7623888171653,Pedestrian
1.6092321267210428,56.0882709892557,Pedestrian
3.2736447877433568,80.53976844633914,Pedestrian
4.382990623339337,101.89101960220368,Pedestrian
4.511564761945042,93.88032653310026,Pedestrian
2.576575336155182,53.45842600103191,Pedestrian
3.488620884227418,46.48327300597609,Pedestrian
4.130175971183964,54.02647515160064,Pedestrian
1.8704509661079285,46.05885052853914,Pedestrian
1.7688730463639688,88.28900282493879,Pedestrian
1.6064221457371073,54.696071734675954,Pedestrian
4.358206438671883,89.26473289904649,Pedestrian
4.85914514344075,98.590086566215,Pedestrian
